pointer_offsets;pointer_value;separators;extract
0x8D76D0,0xCC58D4,0xCC595C,0xCCC6CC,0xCCC754,0xD4D1C0,0xD4D1C4,0xD4E200,0xD4E204,0xDA066C,0xDA18CC,0xDA1944;0x0094CF6C;00 00 00 00;ゴonic Overload The End
0x8D5840,0x8D7200,0xCD5DAC,0xCD5E34,0xCD9A3C,0xCD9AC4,0xCDA91C,0xCDA9A4,0xD1B264,0xD1B374,0xD1E5EC,0xD1E6FC,0xD42F40,0xD42F44,0xD48664,0xD48668,0xD496A4,0xD496A8,0xD70948,0xD7094C,0xD71A24,0xD71A28,0xD7396C,0xD73970,0xD9620C,0xD9FE94,0xD9FE9C,0xDA00D4,0xDA00EC,0xDA011C,0xDA0144,0xDA05CC,0xDA0674,0xDA1A24,0xDA1ADC,0xDA1B44,0xDA2874,0xDA287C,0xDA288C;0x0094CF98;00 00 00 00;Blaster Blade
0xD3B30C,0xD3B394,0xDA29DC;0x0094CFB0;00 00 00 00;  Kuzunoha
0xD0DD5C,0xD0DDE4,0xDA22C4;0x0094CFC8;00 00;Comet Witch Server
0xCD78C4,0xCD794C,0xDA1AAC;0x0094CFDC;00 00;煉獄竜騎士 タ    
0xCD03E4,0xCD046C,0xDA1994;0x0094CFF4;00 00 00 00;Helper Guru Wolf
0xC3339C,0xC334AC,0xC6EA04,0xC6EB14,0xD1FB4C,0xD1FBD4,0xD2117C,0xD21204,0xD9FF2C,0xD9FF34,0xD9FF3C,0xD9FF44,0xDA0814,0xDA085C,0xDA08B4,0xDA08BC,0xDA099C,0xDA1074,0xDA10C4,0xDA10CC,0xDA112C,0xDA240C,0xDA243C,0xDA2474,0xDA2484,0xDA2674,0xDA26C4,0xDA284C,0xDA2924,0xDA2954,0xDA295C,0xDA2A5C;0x0094D010;00 00 00 00;Dimensional Robot
0xC86A3C,0xC86AC4,0xC8AEB4,0xC8AF3C,0xC8B744,0xC8B854,0xC8E02C,0xC8E0B4,0xDA0D0C,0xDA0D5C,0xDA0DD4,0xDA0DDC,0xDA0DE4,0xDA0E3C,0xDA1294,0xDA1BEC,0xDA1BF4;0x0094D01C;00 00 00 00;封竜
0xC87B3C,0xC87C4C,0xC8ECEC,0xC8EDFC,0xDA0D24,0xDA0D6C,0xDA0D74,0xDA0DEC,0xDA0DF4,0xDA0DFC,0xDA0E54,0xDA17A4,0xDA17AC,0xDA180C,0xDA269C,0xDA275C;0x0094D024;00 00;古代竜
0xCA1B9C,0xCA1CAC,0xCA30DC,0xCA31EC,0xCA94BC,0xCA95CC,0xDA118C,0xDA11BC,0xDA12E4;0x0094D02C;00 00 00 00;Light Sanctuary
0xD0C5FC,0xD0C684,0xD0EBB4,0xD0EC3C,0xDA2264,0xDA22EC;0x0094D038;00 00 00 00;Current Witch Home
0xCD61EC,0xCD6274,0xCD9E7C,0xCD9F04,0xCDAC4C,0xCDACD4,0xDA1A54,0xDA1B0C,0xDA1B5C;0x0094D04C;00 00;煉獄竜 Dragonic Neoffraim
0xC3713C,0xC371C4,0xD9FFFC;0x0094D070;00 00;星輝兵 Magnesium
0xCBC05C,0xCBC0E4,0xCC3CAC,0xCC3D34,0xDA1734,0xDA1864;0x0094D08C;00 00 00 00;Flash Gun Osmium
0x8D7610,0xCDC7EC,0xCDC874,0xCE3804,0xCE388C,0xDA0A54,0xDA0A6C,0xDA0AA4,0xDA0ACC,0xDA1C34;0x0094D0A8;00 00 00 00;隠密魔竜 ガrm    
0xCADA54,0xCADB64,0xDA0ADC,0xDA140C,0xDA19EC,0xDA19F4,0xDA2734;0x0094D0C4;00 00 00 00;Mel メ   
0x8D7720,0xD2A52C,0xD2A5B4,0xDA2854;0x0094D0D8;00 00;Ultimate Dimensional Robot Great Dai Yusha
0xCDEB84,0xCDEC0C,0xD294B4,0xD2953C,0xDA1BCC,0xDA280C;0x0094D0FC;00 00 00 00;Sand Dust In ator Home
0xD100F4,0xD1017C,0xDA235C;0x0094D114;00 00;God's Day Home
0xCC881C,0xCC88A4,0xD602D8,0xD602DC,0xDA18FC;0x0094D128;00 00 00 00;Steam Night Pzull Iri
0xD0FB1C,0xD0FBA4,0xD1248C,0xD12514,0xDA233C,0xDA23DC;0x0094D148;00 00;Black Snake Witch Home
0xC35EA4,0xC35F2C,0xCBB5BC,0xCBB644,0xCC320C,0xCC3294,0xCC4A7C,0xCC4B04,0xD9FFBC,0xDA16F4,0xDA1824,0xDA18AC;0x0094D15C;00 00;Vow Releaser Agroval
0xCD5FCC,0xCD6054,0xCD9C5C,0xCD9CE4,0xDA1A3C,0xDA1AF4;0x0094D178;00 00;Determination releaser Agroval
0xCB4AF4,0xCB4B7C,0xDA15BC;0x0094D194;00 00;銃irrel Gunman Saul
0xCB473C,0xCB47C4,0xD5D2E8,0xD5D2EC,0xDA15AC;0x0094D1AC;00 00 00 00;Frozen Augle
0xC77F4C,0xC7805C,0xDA0A8C,0xDA0A94,0xDA11FC,0xDA1264,0xDA126C,0xDA127C,0xDA2714;0x0094D1C4;00 00 00 00;Azer
0xD27FFC,0xD28084,0xDA27E4;0x0094D1D0;00 00 00 00;煉獄竜騎士 Nazel
0xCE5FDC,0xCE6064,0xD3AFDC,0xD3B064,0xDA1C74,0xDA29D4;0x0094D1E8;00 00;Dosing Guardian Angel As Model
0xD1765C,0xD176E4,0xDA24C4;0x0094D204;00 00 00 00;Duo demon ウェパル
0xCE6C9C,0xCE6D24,0xDA1CA4;0x0094D224;00 00;Fen  
0x8D75D4,0xD13CFC,0xD13D84,0xDA08AC,0xDA08D4,0xDA094C,0xDA242C;0x0094D230;00 00;銀河超獣 ズィール
0x8D7584,0xD29FDC,0xD2A064,0xD66E80,0xD66E84,0xD734C0,0xD734C4,0xD962AC,0xDA1DD4,0xDA1DEC,0xDA1E04,0xDA2834;0x0094D244;00 00 00 00;Top Idol ヴィ   
0xCA7F14,0xCA7F9C,0xD781B4;0x0094D264;00 00;ectar  
0xCC8684,0xCC870C,0xDA18F4;0x0094D274;00 00;Viktor
0xCE630C,0xCE6394,0xDA1C8C;0x0094D280;00 00;Gaure
0xCD640C,0xCD6494,0xCDA09C,0xCDA124,0xD1B7B4,0xD1B83C,0xDA1A5C,0xDA1B14,0xDA2574;0x0094D28C;00 00 00 00;Parallel Root Gheel
0xC7DCCC,0xC7DCFC,0xC7DDDC,0xC7DE0C,0xC85014,0xC85044,0xC85124,0xC85154,0xCA0A9C,0xCA0B24,0xCA83BC,0xCA8444,0xCD124C,0xCD12D4,0xD1FCC4,0xD1FD4C,0xD3DFBC,0xD3E044,0xDA0B74,0xDA0B94,0xDA0BC4,0xDA0BCC,0xDA0BD4,0xDA0C3C,0xDA0CAC,0xDA0CCC,0xDA1154,0xDA11DC,0xDA1254,0xDA12AC,0xDA19BC,0xDA19C4,0xDA1CF4,0xDA25FC,0xDA260C,0xDA2684,0xDA2914,0xDA2A3C,0xDA2A4C;0x0094D2A8;00 00 00 00;宝石騎士
0xCB385C,0xCB38E4,0xCBAF5C,0xCBAFE4,0xDA1584,0xDA16CC;0x0094D2B4;00 00 00 00;Peony Gunman Toray
0xC931FC,0xC93284,0xD78160,0xD9AA48,0xD9AFAC,0xD9CAA0;0x0094D2CC;00 00; Paradin 
0xC821FC,0xC82284,0xD78164,0xD9A934,0xD9CCC8;0x0094D2E0;00 00;Gold Paradin
0xC81A04,0xC81A8C,0xD2834C,0xD2845C,0xD78158,0xD9CDDC;0x0094D2F4;00 00;Royal Paladin
0xCB8564,0xCB85EC,0xDA1654;0x0094D308;00 00 00 00;鋼闘機 Digalion
0x8D76EC,0xCCE2F4,0xCCE37C,0xCD596C,0xCD59F4,0xD4E4A4,0xD4E4A8,0xD4F95C,0xD4F960,0xDA0A3C,0xDA0B6C,0xDA195C,0xDA1A0C;0x0094D320;00 00;ゴonic Ka  Vermilion
0xCBF02C,0xCBF0B4,0xDA17BC;0x0094D348;00 00;不死竜 ドラゴン Dragon
0xD3ACAC,0xD3AD34,0xDA29C4;0x0094D360;00 00 00 00;探索者 Light Blaze Dragon
0xCB2FDC,0xCB3064,0xDA1554;0x0094D384;00 00;喧嘩屋 Wild Fist Dragon
0xCBBC1C,0xCBBCA4,0xCC386C,0xCC38F4,0xCC4DAC,0xCC4E34,0xDA170C,0xDA183C,0xDA18BC;0x0094D3A8;00 00 00 00;煉獄竜 Whi  Dragon 
0xCB2DBC,0xCB2E44,0xCBA29C,0xCBA324,0xDA154C,0xDA1694;0x0094D3CC;00 00;喧嘩屋 Big Bangslash Dragon
0xC350D4,0xC3515C,0xD9FF8C;0x0094D3F4;00 00;喧嘩屋 Skyhaul Dragon
0xCBB9FC,0xCBBA84,0xCC364C,0xCC36D4,0xDA1704,0xDA1834;0x0094D414;00 00 00 00;煉獄竜 Menas Laser Dragon
0xC36E0C,0xC36E94,0xCD662C,0xCD66B4,0xCDA2BC,0xCDA344,0xCDAF7C,0xCDB004,0xD9FFF4,0xDA1A6C,0xDA1B24,0xDA1B6C;0x0094D438;00 00;Starry Photon
0xCBD2F4,0xCBD37C,0xDA177C;0x0094D450;00 00 00 00;Unmatched Starlight Radon
0xD147BC,0xD14844,0xDA241C,0xDA2464,0xDA247C;0x0094D468;00 00;Inigman
0xD0FED4,0xD0FF5C,0xDA2354;0x0094D474;00 00;Dog eagle witch Jasmine
0x8D772C,0xD2A74C,0xD2A7D4,0xDA0EB4,0xDA102C,0xDA2864;0x0094D48C;00 00 00 00;魔界侯爵 Amon
0xCE1D94,0xCE1E1C,0xCE2604,0xCE268C,0xDA0F54,0xDA0FB4,0xDA0FBC,0xDA0FC4,0xDA1C14,0xDA1C1C,0xDA1C24,0xDA2784,0xDA285C;0x0094D4A0;00 00;Amon
0xCBD6AC,0xCBD734,0xCC485C,0xCC48E4,0xDA1784,0xDA189C;0x0094D4A8;00 00;海賊麗人 Pinot・
0xCBC6BC,0xCBC744,0xCC430C,0xCC4394,0xDA1754,0xDA1884;0x0094D4C0;00 00 00 00;Explorer ケlin
0xD0F8FC,0xD0F984,0xD1226C,0xD122F4,0xD12C84,0xD12D0C,0xDA232C,0xDA23CC,0xDA23FC;0x0094D4D8;00 00;Des  Norn
0xCBB7DC,0xCBB864,0xCC342C,0xCC34B4,0xDA16FC,0xDA182C;0x0094D4EC;00 00 00 00;Sunset Releaser Traheln
0xCBC8DC,0xCBC964,0xDA1764;0x0094D508;00 00;Royal Road Releaser Faron
0xD42244,0xD422BC,0xDA258C,0xDA2644,0xDA2A84;0x0094D520;00 00;The Root of Bonds Greyon
0xD3DD8C,0xD3DE14,0xDA2A44;0x0094D538;00 00 00 00;宝石騎士 Home 
0xC946B4,0xC9473C,0xD78190,0xD9AB5C,0xD9AE98,0xD9CEF0,0xD9D340;0x0094D550;00 00 00 00;Link Joker
0xD3B63C,0xD3B6C4,0xD732B8,0xD732BC,0xDA29E4;0x0094D564;00 00;Barking Sky Tiger
0xC8A0F4,0xC8A17C,0xD78168,0xD9AD84;0x0094D580;00 00;Angel Feather
0xD29184,0xD2920C,0xDA2804;0x0094D594;00 00;Duo Love Drops ク
0xCF9C7C,0xCF9D8C,0xCFD5FC,0xCFD70C,0xCFD81C,0xCFD92C,0xCFDB2C,0xCFDB5C,0xCFDBB4,0xCFDBE4,0xCFF994,0xCFFAA4,0xCFFBB4,0xCFFCC4,0xCFFDB4,0xCFFDE4,0xCFFE3C,0xCFFE6C,0xDA191C,0xDA1F04,0xDA1F0C,0xDA1F14,0xDA1F1C,0xDA1FDC,0xDA1FE4,0xDA1FEC,0xDA1FFC,0xDA200C,0xDA2014,0xDA201C,0xDA2814,0xDA2A54;0x0094D5B0;00 00;Battle Sister
0xCB341C,0xCB34A4,0xCBA8FC,0xCBA984,0xDA156C,0xDA16B4;0x0094D5C0;00 00 00 00;鋼闘機 バ     
0xCBBE3C,0xCBBEC4,0xCC3A8C,0xCC3B14,0xDA171C,0xDA184C;0x0094D5D8;00 00;喧嘩屋 Big Bangslash Buster
0xCC7E04,0xCC7E8C,0xD5FD90,0xD5FD94,0xD611AC,0xD611B0,0xDA18E4,0xDA1B84;0x0094D600;00 00;ゴonic Blade Master
0xC3EAE4,0xC3EBF4,0xC56DA4,0xC56E2C,0xC5803C,0xC5814C,0xC5BCCC,0xC5BD54,0xC5C904,0xC5CA14,0xCDB2AC,0xCDB3BC,0xCECB2C,0xCECC3C,0xDA004C,0xDA005C,0xDA0074,0xDA0084,0xDA009C,0xDA05DC,0xDA05F4,0xDA05FC,0xDA0604,0xDA060C,0xDA0634,0xDA0684,0xDA069C,0xDA06A4,0xDA1B7C,0xDA1D44,0xDA2704,0xDA290C;0x0094D620;00 00;Blaster
0xCB4384,0xCB440C,0xDA15A4;0x0094D62C;00 00;鋼闘機 Leionette
0xCD684C,0xCD68D4,0xCDA4DC,0xCDA564,0xDA1A7C,0xDA1B34;0x0094D644;00 00 00 00;星輝兵 Sword Viper
0xCBC27C,0xCBC304,0xCC3ECC,0xCC3F54,0xDA173C,0xDA186C;0x0094D660;00 00 00 00;星輝兵 Astrolley Par
0xCBE58C,0xCBE614,0xDA179C;0x0094D67C;00 00;古代竜 Night Armor
0xCCF47C,0xCCF504,0xDA197C;0x0094D694;00 00 00 00;Vanquisher
0xC9EE94,0xC9EF1C,0xD781B0,0xD9C98C;0x0094D6A8;00 00;Great Nature
0xC9CE2C,0xC9CEB4,0xD78184,0xD99C44,0xD9BEC4;0x0094D6BC;00 00;Nova Glapler
0xD0CB4C,0xD0CBD4,0xDA228C;0x0094D6D0;00 00 FF FF;Witches of inspection Diadry
0xD42E08;0x0094D6EC;00 00 00 00;【Ability to get】†{$3040ff}@0F@29             :抵抗(Home†{$3040ff}Not selected by card effect){$}                                
0xD42CD0;0x0094D7EC;00 00;【Ability to get】†{$3040ff}@0E@05   :[2 tickets from your hand†{$3040ff}Home､Discard]This unit is Vanga†{$3040ff}At the end of the attacked battle､†{$3040ff}Cost｡Get paid､この†{$3040ff}Unit@11 ｡In turn､Home†{$3040ff}the ability to use｡ (Cost†{$3040ff} ､This ability can not be used){$}                                       
0xD42D4C;0x0094DA70;00 00;【Ability to get】†{$3040ff}@0E@05   @27     :[Your Hand Tag†{$3040ff}Select one､Discard,Your Hand Tag†{$3040ff}Name「Overload」 †{$3040ff}Select one card､Discard] この†{$3040ff}knit attacked Vanguard†{$3040ff}At the end of the battle､Cost†{$3040ff}Home｡Get paid､This unit@11Home､†{$3040ff}In turn､Power+5000｡ (Cost†{$3040ff}Don't pay､This ability is not available†{$3040ff}Close){$}                                    
0xD42C64;0x0094DDAC;00 00;【Ability to get】†{$3040ff}@0E@1C   :[@15 ②,Your Hand Tag†{$3040ff} 《Nova Glapler》Select 2､†{$3040ff}Discard]This unit is Vanguard†{$3040ff}At the end of the attacked battle､コス†{$3040ff}Goodを｡Get paid､Yours､†{$3040ff}One Vanguard and Rear Guard†{$3040ff}Select､@11th､In turn､ この†{$3040ff}ニットの@07+10000｡{$}               
0xD42D24;0x0094E02C;00 00 00 00;【Ability to get】†{$3040ff}@0E@05   :[@15 ①,@14 ①,Yours†{$3040ff}Select 2 cards from your hand､Discard]This Uni†{$3040ff}T's Attack on Vanguard†{$3040ff}When､Cost｡払†{$3040ff}Home､From Your Soul「Inig†{$3040ff}Man Guam」Select one､@La in 11†{$3040ff}Home､One Vanguard†{$3040ff}Select､In turn､Power+10000｡{$}                           
0xD42C28;0x0094E2C4;00 00 00 00;【Given Ability】†{$3040ff}@0F@1A   :Your Soul《Dark†{$3040ff}イ》per sheet､ この†{$3040ff}ニットの@07+1000｡{$}                  
0xD42BD0;0x0094E3B4;00 00;【Ability to get】†{$3040ff}@0F@1C   :Yours《Gold Parade†{$3040ff}Home》per rear guard､この†{$3040ff}Unit@07+1000｡{$}    
0xD42DBC;0x0094E49C;00 00;【Given Ability】†{$3040ff}@0F@06       :Your Soul 1†{$3040ff}Home､Power of this unit+1000｡{$}       
0xD42DDC;0x0094E564;00 00 00 00;【Ability to get】†{$3040ff}@0F@05   :Unit of your frontの†{$3040ff}All@07+2000｡{$}        
0xD42E24;0x0094E618;00 00 00 00;【Ability to get】†{$3040ff}@0F@05   :Your turn､You are†{$3040ff}Rear Guard All@07+2000｡{$}     
0xD42CF8;0x0094E6D8;00 00;【Given Ability】†{$3040ff}@0F@06       :Your turn､Home†{$3040ff}Your unit and your name†{$3040ff}per page､Your Unit†{$3040ff}Power+2000｡{$}                       
0xD42DD8;0x0094E81C;00 00 00 00;【Ability to get】†{$3040ff}@0F@05   :Unit of your frontの†{$3040ff}All@07+3000｡{$}        
0xD42C6C;0x0094E8D0;00 00;【Ability to get】†{$3040ff}@0E@1C   :This unit drive†{$3040ff}Grade 1 or higher in check《Home†{$3040ff}Home》When､Grey of the opponent†{$3040ff}Select up to one rear guard†{$3040ff}Home､Cancel､In turn､This Uni†{$3040ff}Home@07+3000｡{$}                
0xD42C70;0x0094EAC4;00 00 00 00;【Given Ability】†{$3040ff}@0E@1C   :with your card effect､†{$3040ff}Rear guard drop zone†{$3040ff}When placed､In turn､ この†{$3040ff}ニットの@07+3000｡{$}                            
0xD42E28;0x0094EC24;00 00 00 00;【Ability to get】†{$3040ff}@0F@05   ＧＢ＠③:Your turn†{$3040ff}中､Per Your Rear Guard､†{$3040ff}This unit@07+3000｡{$}            
0xD42BE8;0x0094ED20;00 00 00 00;【Given Ability】†{$3040ff}@0F@1D       :Your turn､ あ†{$3040ff}Home､@02  @00 Home､Other This Uni†{$3040ff}If you have a unit with the same name､Home†{$3040ff}Unit@07+3000｡{$}
0xD42D1C;0x0094EE78;00 00 00 00;【Ability to get】†{$3040ff}@0E@03   :This unit is Attacked†{$3040ff}When､This unit in your rear column†{$3040ff}if､Battle､This Uni†{$3040ff}Power+3000｡{$}   
0xD42DEC;0x0094EFB4;00 00 00 00;【Ability to get】†{$3040ff}@0D@05   @27     :Your Riga†{$3040ff}Select one､Name†{$3040ff}Your rear guard is 2 or more†{$3040ff} ､In turn､Your frontの Yu†{$3040ff} All@07+5000｡{$}                                    
0xD42CE4;0x0094F160;00 00 00 00;【Given Ability】†{$3040ff}@0F@06       :Your turn､ あ†{$3040ff}Home､@02  @00 Home､Other This Uni†{$3040ff}If you have a unit with the same name､Home†{$3040ff}Power of unit+5000｡{$}
0xD42CA8;0x0094F2B8;00 00;【Ability to get】†{$3040ff}@0F@05   :Your frontの card name†{$3040ff}Home「魔女」Rear guard including all†{$3040ff}Power+5000｡{$}          
0xD42D78;0x0094F3C4;00 00;【Ability to get】†{$3040ff}@0F@05   :Your turn､You are†{$3040ff}The front  unit all power+10†{$3040ff}00｡{$}        
0xD42D48;0x0094F4AC;00 00;【Ability to get】†{$3040ff}@0E@03   :Card Name†{$3040ff}Home「Dorin」Include units@0C(ブ†{$3040ff}Home)When､Battle､@0C(ブ†{$3040ff}Home)Power of the unit+20†{$3040ff}00｡{$}                  
0xD42CEC;0x0094F620;00 00 00 00;【Given Ability】†{$3040ff}@0E@03   @27     :This unit is†{$3040ff}Battle Attacked by Vanguard†{$3040ff}Close､This unit@11Home､ その†{$3040ff}In turn､Power of this unit+20†{$3040ff}00｡{$}
0xD42C34;0x0094F78C;00 00;【Given Ability】†{$3040ff}@0E@1C   :Yours《Gold Parade†{$3040ff}Home》From the mountain tag@00 When appeared､†{$3040ff}In turn､This unit@07+30†{$3040ff}00｡{$}            
0xD42BD4;0x0094F8DC;00 00;【Ability to get】†{$3040ff}@0E@1C   :Yours《Home》A†{$3040ff}Tucked､From the top of your mountain bill†{$3040ff}Apply one piece to the drop zone｡Contact Us†{$3040ff}Card《Home》Home､Battle†{$3040ff}中､ATTックING UNIT@07+†{$3040ff}3000/@09+1｡{$}   
0xD42E00;0x0094FABC;00 00;【Ability to get】†{$3040ff}@0E@03   @27     :This unit†{$3040ff}Attack hits Vanguard†{$3040ff}Time､1 other your rear guard†{$3040ff}Select､@11th､One opponent's rear guard†{$3040ff}Select､The unit is､Next opponents†{$3040ff}Tund Phase､@11Cannot｡{$}                       
0xD42CC4;0x0094FCD8;00 00;【Ability to get】†{$3040ff}@0F@05   :This unit is Attacked†{$3040ff}In battle､Grade 1 or higher†{$3040ff}The unit from the hand@01 Call to†{$3040ff}Not available｡{$}
0xD42D94;0x0094FE18;00 00 00 00;【Given Ability】†{$3040ff}@0E@05   :This unit is Vanga†{$3040ff}When attacking the de､My opponent†{$3040ff}Select one rear guard､Reject†{$3040ff}Home｡If you don't revoke､Battle､†{$3040ff}The other party has a card@01 Home†{$3040ff}Not available｡{$}               
0xD42D40;0x00950028;00 00;【Ability to get】†{$3040ff}@0E@05   :[Your rear guards3†{$3040ff}Select､Reject]This unit is†{$3040ff}When attacking Vanguard､コス†{$3040ff}Goodを｡Get paid､相手は自†{$3040ff}Select two rear guards､Cancel†{$3040ff}Good｡If you do not deさせ 2 sheets､ その†{$3040ff}Battle､The other party has a card†{$3040ff}@01 Cannot call｡{$}                                             
0xD42CF0;0x009502F4;00 00 00 00;【Given Ability】†{$3040ff}@0E@03   :This unit is Vanga†{$3040ff}When attacking the de､This unit†{$3040ff}If power is more than 20000､その†{$3040ff} ル､Grade 1 or more cards†{$3040ff}from the hand@01 Cannot call｡{$}          
0xD42CFC,0xD42D8C;0x009504B0;00 00;【Ability to get】†{$3040ff}@0E@05   :This unit is Vanga†{$3040ff}When attacking the de､Battle､†{$3040ff}opponents hand grade 1 or more cards†{$3040ff}From the tag@01 Cannot call｡{$} 
0xD42C20;0x0095061C;00 00;【Given Ability】†{$3040ff}@0E@1C   :This unit is Vanga†{$3040ff}When attacking the de､My opponent†{$3040ff}Select one from your hand､Good to throw away｡ †{$3040ff} ､Battle､ッ†{$3040ff}Home@09+ 1､The opponent hand the unit†{$3040ff}Home@01 Cannot call｡{$}                   
0xD42D0C;0x0095083C;00 00;【Ability to get】†{$3040ff}@0E@03   :This unit is Vanga†{$3040ff}When attacking the de､Battle､†{$3040ff}The opponent is a grade 0 card†{$3040ff} @01 Cannot call｡{$}  
0xD42D80;0x00950988;00 00 00 00;【Given Ability】†{$3040ff}@0E@05   :[Your rear guards3†{$3040ff}Select､Reject]This unit is†{$3040ff}When attacking Vanguard､コス†{$3040ff}Goodを｡Get paid､2 sheets､†{$3040ff}Select 3 damage zones†{$3040ff}Home､Contact Us､Battle､相手はグレ†{$3040ff}Card 1 or more cards from the hand@01 †{$3040ff}Cannot call｡{$}                                         
0xD42DE8,0xD42E04;0x00950C38;00 00 00 00;【Given Ability】†{$3040ff}@0E@03   :When your turn ends､†{$3040ff}This unit is@10Contact Us､相†{$3040ff}You can draw one hand｡{$}               
0xD42DC4;0x00950D58;00 00 00 00;【Given Ability】†{$3040ff}@0E@03   :This unit is､ア†{$3040ff} @0C(Boost) ､End of Battle†{$3040ff}時､Return this unit to your hand｡{$}                    
0xD42DE0;0x00950E88;00 00;【Ability to get】†{$3040ff}@0E@05   :Your Drive Stitch†{$3040ff}Start､4 pieces from your mountain bill†{$3040ff}Close､Search up to 4 pieces､I like on a mountain tag†{$3040ff}Set in order､I like the rest under the mountain tag†{$3040ff}in order｡{$}                                           
0xD42DFC;0x009510CC;00 00 00 00;【Given Ability】†{$3040ff}@0D@05   @27     :[@15 ①]You are†{$3040ff}From the mountain tag「Chronojet Drago†{$3040ff}Home」Search up to one､@02 Hearts†{$3040ff}Contact Us､Shuffle the mountain tag｡†{$3040ff}Contact Us､Yours@02 Hearts†{$3040ff} 「Steam Fighter Barif」Home†{$3040ff}Select one､Under the mountain bid｡{$}                         
0xD42DB4;0x00951370;00 00;【Given Ability】†{$3040ff}@0E:This unit is@01  †{$3040ff}When placed in the Pzone､This Card†{$3040ff}Under the mountain bid｡{$}             
0xD42E1C;0x00951488;00 00;【Given Ability】†{$3040ff}@0E@05   :Attack on this unit†{$3040ff}When Vanguard hits､相手†{$3040ff}Select one rear guard､The other party†{$3040ff}Put the unit under the mountain bill｡{$}         
0xD42C10;0x00951608;00 00;【Given Ability】†{$3040ff}@0E@1C   :Yours《Spike Blazer†{$3040ff}Home》When the rear guard is attacked､†{$3040ff}Battle､@07+10000 pcs､その†{$3040ff}At the end of the､Under the mountain bill†{$3040ff}Home｡{$}         
0xD42DC0;0x009517B0;00 00;【Ability to get】†{$3040ff}@0E@1A   :[@14 ①]This unit†{$3040ff}Attack hits Vanguard†{$3040ff}Time､Cost｡Get paid､†{$3040ff}Up to 2 Bind Zones†{$3040ff}Select､Drop Zone｡{$}                                                
0xD42D5C;0x00951964;00 00;【Ability to get】†{$3040ff}@0E@05   :Your Rear Guard†{$3040ff}Tucked､Battle､Home†{$3040ff}パワー Power+5000 pcs､Battle†{$3040ff}Close､The unit is under the mountain bill†{$3040ff} ｡{$}                     
0xD42E0C;0x00951AF8;00 00;【Ability to get】†{$3040ff}@0D【Damage Zone】:[Table Car†{$3040ff}Put the do on the mountain tag]Your Mountain Tags†{$3040ff}Shuffle､From the top of your mountain bill†{$3040ff}3 pieces｡From there「Home†{$3040ff}守護天使 アスベエル」Other Cards†{$3040ff}Select one､Positioned in the damage zone†{$3040ff}Home､Drop the remaining cards into the drop zone†{$3040ff} ｡{$}                
0xD42C98;0x00951DDC;00 00 00 00;【Ability to get】†{$3040ff}@0E@05   :Attack on this unit†{$3040ff}When hit､Draw one sheet｡{$}  
0xD42C58;0x00951E9C;00 00 00 00;【Ability to get】†{$3040ff}@0E@1D       :Ata of this unit†{$3040ff}When the tick hit､Draw one sheet｡{$}
0xD42BDC;0x00951F64;00 00;【Given Ability】†{$3040ff}@0E:Your End Phase､この†{$3040ff}Unit@00 Drop Zone†{$3040ff}When placed､Draw one sheet｡{$}                        
0xD42D58;0x00952078;00 00;【Ability to get】†{$3040ff}@0E@05   :Attack on this unit†{$3040ff}When hit､Your Hearts Car†{$3040ff}Per Dot､Draw one sheet｡{$}  
0xD42DC8;0x00952178;00 00 00 00;【Ability to get】†{$3040ff}@0D@03   :[This unit to Seoul†{$3040ff} ]1 other your rear guard†{$3040ff}Select､Back to hand､Draw one sheet｡{$}                    
0xD42C00;0x009522B8;00 00 00 00;【Given Ability】†{$3040ff}@0E@1D       :Ata of this unit†{$3040ff}When Cook hits Vanguard､†{$3040ff}@13  1､Draw one sheet｡{$}  
0xD42C08;0x009523B8;00 00;【Given Ability】†{$3040ff}@0E@1C   :[@14 ③]This unit is†{$3040ff}When attacking Vanguard､コス†{$3040ff}Goodを｡Get paid､Draw one sheet｡{$}              
0xD42E20;0x009524E0;00 00 00 00;【Ability to get】†{$3040ff}@0E@03   :[@15 ①]This unit†{$3040ff}When attack hit､Cost†{$3040ff}Good｡Get paid､Draw one sheet｡{$}                
0xD42C38;0x009525FC;00 00;【Ability to get】†{$3040ff}@0E@1A   :[This unit to Seoul†{$3040ff} ]This unit is《Dark Elgi†{$3040ff}ュラーズ》Home@0C(Boost)したバト†{$3040ff}At the end of the､Cost｡払†{$3040ff}Home､Draw one sheet｡{$}          
0xD42CE0;0x0095278C;00 00;【Given Ability】†{$3040ff}@0E@06       :[@15 ②]ッ†{$3040ff}ト Attack Hip Vanguard†{$3040ff}When selected､Cost｡Contact Us†{$3040ff} ､Draw one sheet｡{$}                  
0xD42BF8;0x009528D8;00 00 00 00;【Given Ability】†{$3040ff}@0E@1D       :Ata of this unit†{$3040ff}When Cook hits Vanguard､†{$3040ff}Yours《Aquaforce》The Van†{$3040ff}Guard､from 44 on its turn†{$3040ff}Getting Started､Draw one sheet｡{$}     
0xD42D7C;0x00952A78;00 00;【Given Ability】†{$3040ff}@0E@03   :This unit is Vanga†{$3040ff}When attacking the de､This unit†{$3040ff}If power is more than 20000､Draw one sheet｡{$}
0xD42D3C;0x00952B94;00 00;【Given Ability】†{$3040ff}@0E@05   :This unit is Vanga†{$3040ff}When attacking the de､This unit†{$3040ff}If power is 37000 or more､Draw one sheet｡{$}
